Phylum,C.x,O.x,Name,B...L.x,B...T.x,B...L.y,B...T.y,L...T.x,L...T.y,Mean,SD,P.color
Acidobacteriota,Acidobacteriae,Solibacterales,Solibacterales,FALSE,TRUE,-1.2827895159845644,-10.57448431299553,TRUE,-13.270216158743484,0.22851911421256174,0.42522789650608395,red
Acidobacteriota,Subgroup25,Subgroup25,Subgroup25,FALSE,TRUE,2.097276824303813,1.730867148012927,TRUE,-0.5224203644480347,0.004350607365762414,0.011810882532886785,red
Acidobacteriota,Subgroup22,Subgroup22,Subgroup22,FALSE,FALSE,2.872671882799694,2.393386997151447,FALSE,-0.6936648437997608,0.01764138777094935,0.17816203418009002,red
Acidobacteriota,Blastocatellia,11-24,11-24,FALSE,FALSE,1.9524506778434723,2.09902876832745,FALSE,0.760228587912634,0.0032208332412669116,0.010069633235173204,red
Acidobacteriota,Holophagae,Subgroup7,Subgroup7,TRUE,TRUE,3.5215432096756984,-4.052723417970871,TRUE,-13.903595726409513,1.1658382985615552,1.746637317246362,red
Acidobacteriota,Subgroup5,Subgroup5,Subgroup5,FALSE,TRUE,0.13105582022324622,-3.4370117910714897,TRUE,-6.479173923081385,0.04097028366438444,0.13370964396637045,red
Acidobacteriota,Vicinamibacteria,Subgroup17,Subgroup17,TRUE,TRUE,5.101489059168446,4.225326009423128,FALSE,-0.9243491606787484,0.004779895160356499,0.017270717208506755,red
Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculales,FALSE,FALSE,0.9709104342086283,-0.3740597127951882,FALSE,-2.082441335902699,0.26515553626459043,0.3643973285283449,red
Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacterales,FALSE,TRUE,-0.5062708720395969,-9.108111075669601,TRUE,-12.118115225126948,0.5067840650969001,0.7064785309375253,red
Acidobacteriota,Subgroup11,Subgroup11,Subgroup11,FALSE,FALSE,-0.7412525071960803,1.1911383866954082,FALSE,2.609473347409868,0.007547053045448722,0.054482990882323654,red
Acidobacteriota,Acidobacteriae,Unclassified,Unclassified,TRUE,TRUE,3.7920718699104734,3.422381445746499,TRUE,0.05045268128848336,0.002964728020366377,0.009266075572415327,red
Acidobacteriota,Acidobacteriae,Acidobacteriae,Acidobacteriae,TRUE,TRUE,4.045365790879542,3.7750694038422186,FALSE,0.170119877641749,0.003425765520579384,0.010521222044944776,red
Acidobacteriota,Acidobacteriae,Subgroup2,Subgroup2,TRUE,TRUE,3.750949929948147,3.4091179388298616,FALSE,0.05629883810639826,0.0037672490509073945,0.011030160279228434,red
Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriales,TRUE,TRUE,10.140407680501125,7.159144156314572,FALSE,-0.8483359930981933,2.793737677687289,1.484601738855092,red
Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiales,TRUE,TRUE,-5.758589170567104,-3.685244648599913,FALSE,2.672670586378908,0.017809700723108036,0.06283104952439993,goldenrod
Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256,FALSE,FALSE,0.4007841532447946,0.1015173306896135,FALSE,-0.8472024759678076,0.013999549651506316,0.03276270559266836,goldenrod
Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichales,TRUE,TRUE,-8.035112761195283,-8.876496157977163,FALSE,-3.301483725238208,0.10232921480773546,0.21880036698248265,goldenrod
Actinobacteriota,Actinobacteria,Micrococcales,Micrococcales,FALSE,FALSE,-1.3185716695696528,1.6843924003115909,TRUE,4.870077193821176,1.2001743344280276,1.4655364894190326,goldenrod
Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetales,TRUE,TRUE,7.368059985887312,23.813744555175568,TRUE,23.206831892069367,5.179223072117631,5.532318589117744,goldenrod
Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporales,FALSE,TRUE,-0.5901455894423401,5.15702610834499,TRUE,8.80692198991201,0.02148784416056583,0.031876118496594975,goldenrod
Actinobacteriota,MB-A2-108,MB-A2-108,MB-A2-108,FALSE,TRUE,0.010137575752054718,-6.480594834098965,TRUE,-9.01283246563326,0.06079658719906271,0.12753456337601596,goldenrod
